typus,et,note,compare,result
2387,2387,,0,TRUE
2386,2386,,0,TRUE
2385,2385,,0,TRUE
2384,2384,,0,TRUE
2383,2383,,0,TRUE
2382,2382,,0,TRUE
2381,2381,,0,TRUE
2380,2380,,0,TRUE
2379,2379,,0,TRUE
2378,2378,,0,TRUE
2377,2377,,0,TRUE
2376,2376,,0,TRUE
2375,4824,solved,-2449,FALSE
2374,2374,,0,TRUE
2373,2373,,0,TRUE
2372,2372,,0,TRUE
2371,2371,,0,TRUE
2370,2370,,0,TRUE
2369,2369,,0,TRUE
2368,2368,,0,TRUE
2367,2367,,0,TRUE
2366,2366,,0,TRUE
2365,2365,,0,TRUE
2364,2364,,0,TRUE
2363,2363,,0,TRUE
2362,2362,,0,TRUE
2361,2361,,0,TRUE
2360,2360,,0,TRUE
2359,2359,,0,TRUE
2358,2358,,0,TRUE
2357,2357,,0,TRUE
2356,2356,,0,TRUE
2355,2355,,0,TRUE
2354,2354,,0,TRUE
2353,2353,,0,TRUE
2352,2352,,0,TRUE
2351,2351,,0,TRUE
2350,2350,,0,TRUE
2349,2349,,0,TRUE
2348,2348,,0,TRUE
2347,2347,,0,TRUE
2346,2346,,0,TRUE
2345,2345,,0,TRUE
2344,2344,,0,TRUE
2343,2343,,0,TRUE
2342,2342,,0,TRUE
2341,2341,,0,TRUE
2340,2340,,0,TRUE
2339,2339,,0,TRUE
2338,2338,,0,TRUE
2337,2337,,0,TRUE
2336,2336,,0,TRUE
2335,2335,,0,TRUE
2334,2334,,0,TRUE
2333,2333,,0,TRUE
2332,2332,,0,TRUE
2331,2331,,0,TRUE
2330,2330,,0,TRUE
2329,2329,,0,TRUE
2328,2328,,0,TRUE
2327,2327,,0,TRUE
2326,2326,,0,TRUE
2325,2325,,0,TRUE
2324,2324,,0,TRUE
2323,2323,,0,TRUE
2322,2322,,0,TRUE
2321,2321,,0,TRUE
2320,2320,,0,TRUE
2319,2319,,0,TRUE
2318,2318,,0,TRUE
2317,2317,,0,TRUE
2316,2316,,0,TRUE
2315,2315,,0,TRUE
2314,2314,,0,TRUE
2313,2313,,0,TRUE
2312,2312,,0,TRUE
2311,2311,,0,TRUE
2310,2310,,0,TRUE
2309,2309,,0,TRUE
2308,2308,,0,TRUE
2307,2307,,0,TRUE
2306,2306,,0,TRUE
2305,2305,,0,TRUE
2304,2304,,0,TRUE
2303,2303,,0,TRUE
2302,2302,,0,TRUE
2301,2301,,0,TRUE
2300,2300,,0,TRUE
2299,2299,,0,TRUE
2298,2298,,0,TRUE
2297,2297,,0,TRUE
2296,2296,,0,TRUE
2295,2295,,0,TRUE
2294,2294,,0,TRUE
2293,2293,,0,TRUE
2292,2292,,0,TRUE
2291,2291,,0,TRUE
2290,2290,,0,TRUE
2289,2289,,0,TRUE
2288,2288,,0,TRUE
2287,2287,,0,TRUE
2286,2286,,0,TRUE
2285,2285,,0,TRUE
2284,2284,,0,TRUE
2283,2283,,0,TRUE
2282,2282,,0,TRUE
2281,2281,,0,TRUE
2280,2280,,0,TRUE
2279,2279,,0,TRUE
2278,2278,,0,TRUE
2277,none,solved,#VALUE!,#VALUE!
2276,2276,,0,TRUE
2275,2277,solved,-2,FALSE
2274,2274,,0,TRUE
2273,2273,,0,TRUE
2272,2272,,0,TRUE
2271,2271,,0,TRUE
2270,2270,,0,TRUE
2269,2269,,0,TRUE
2268,2268,,0,TRUE
2267,2267,,0,TRUE
2266,2266,,0,TRUE
2265,2265,,0,TRUE
2264,2264,,0,TRUE
2263,2263,,0,TRUE
2262,2262,,0,TRUE
2261,2261,,0,TRUE
2260,2260,,0,TRUE
2259,2259,,0,TRUE
2258,2258,,0,TRUE
2257,2257,,0,TRUE
2256,2256,,0,TRUE
2255,2255,,0,TRUE
2254,2254,,0,TRUE
2253,2253,,0,TRUE
2252,2252,,0,TRUE
2251,2251,,0,TRUE
2250,2250,,0,TRUE
2249,2249,,0,TRUE
2248,2248,,0,TRUE
2247,2247,,0,TRUE
2246,2246,,0,TRUE
2245,2245,,0,TRUE
2244,2244,,0,TRUE
2243,2243,,0,TRUE
2242,2242,,0,TRUE
2241,2241,,0,TRUE
2240,2240,,0,TRUE
2239,2239,,0,TRUE
2238,2238,,0,TRUE
2237,2237,,0,TRUE
2236,2236,,0,TRUE
2235,2235,,0,TRUE
2234,2234,,0,TRUE
2233,2233,,0,TRUE
2232,2232,,0,TRUE
2231,2231,,0,TRUE
2230,4328,solved,-2098,FALSE
2229,2229,,0,TRUE
2228,2228,,0,TRUE
2227,2227,,0,TRUE
2226,2226,,0,TRUE
2225,2225,,0,TRUE
2224,2224,,0,TRUE
2223,2223,,0,TRUE
2222,2222,,0,TRUE
2221,2221,,0,TRUE
2220,2220,,0,TRUE
2219,2219,,0,TRUE
2218,2218,,0,TRUE
2217,2217,,0,TRUE
2216,2216,,0,TRUE
2215,2215,,0,TRUE
2214,2214,,0,TRUE
2213,2213,,0,TRUE
2212,2212,,0,TRUE
2211,2211,,0,TRUE
2210,2210,,0,TRUE
2209,2209,,0,TRUE
2208,2208,,0,TRUE
2207,2207,,0,TRUE
2206,2206,,0,TRUE
2205,2205,,0,TRUE
2204,2204,,0,TRUE
2203,2203,,0,TRUE
2202,2202,,0,TRUE
2201,2201,,0,TRUE
2200,none,solved,#VALUE!,#VALUE!
2199,2199,,0,TRUE
2198,2198,,0,TRUE
2197,2197,,0,TRUE
2196,2196,,0,TRUE
2195,2195,,0,TRUE
2194,none,solved,#VALUE!,#VALUE!
2193,2193,,0,TRUE
2192,2192,,0,TRUE
2191,2191,,0,TRUE
2190,2190,,0,TRUE
2189,2189,,0,TRUE
2188,2188,,0,TRUE
2187,2187,,0,TRUE
2186,2186,,0,TRUE
2185,2185,,0,TRUE
2184,2184,,0,TRUE
2183,2183,,0,TRUE
2182,2182,,0,TRUE
2181,2181,,0,TRUE
2180,2180,,0,TRUE
2179,2179,,0,TRUE
2178,2178,,0,TRUE
2177,2177,,0,TRUE
2176,2176,,0,TRUE
2175,2175,,0,TRUE
2174,2174,,0,TRUE
2173,2173,,0,TRUE
2172,2172,,0,TRUE
2171,2171,,0,TRUE
2170,2170,,0,TRUE
2169,2169,,0,TRUE
2168,2168,,0,TRUE
2167,2167,,0,TRUE
2166,2166,,0,TRUE
2165,2165,,0,TRUE
2164,2164,,0,TRUE
2163,2163,,0,TRUE
2162,2162,,0,TRUE
2161,2161,,0,TRUE
2160,2160,,0,TRUE
2159,2159,,0,TRUE
2158,2158,,0,TRUE
2157,2157,,0,TRUE
2156,2156,,0,TRUE
2155,2155,,0,TRUE
2154,2154,,0,TRUE
2153,2153,,0,TRUE
2152,2152,,0,TRUE
2151,2151,,0,TRUE
2150,2150,,0,TRUE
2149,2149,,0,TRUE
2148,2148,,0,TRUE
2147,2147,,0,TRUE
2146,2146,,0,TRUE
2145,2145,,0,TRUE
2144,2144,,0,TRUE
2143,2143,,0,TRUE
2142,2142,,0,TRUE
2141,2141,,0,TRUE
2140,2140,,0,TRUE
2139,2139,,0,TRUE
2138,2138,,0,TRUE
2137,2137,,0,TRUE
2136,2136,,0,TRUE
2135,678,solved,1457,FALSE
2134,2134,,0,TRUE
2133,2133,,0,TRUE
2132,2132,,0,TRUE
2131,2131,,0,TRUE
2130,2130,,0,TRUE
2129,2129,,0,TRUE
2128,2128,,0,TRUE
2127,2127,,0,TRUE
2126,2126,,0,TRUE
2125,2125,,0,TRUE
2124,2124,,0,TRUE
2123,2123,,0,TRUE
2122,2122,,0,TRUE
2121,2121,,0,TRUE
2120,2120,,0,TRUE
2119,2119,,0,TRUE
2118,2118,,0,TRUE
2117,2117,,0,TRUE
2116,2116,,0,TRUE
2115,2115,,0,TRUE
2114,2114,,0,TRUE
2113,2113,,0,TRUE
2112,2112,,0,TRUE
2111,2111,,0,TRUE
2110,2110,,0,TRUE
2109,2109,,0,TRUE
2108,2108,,0,TRUE
2107,2107,,0,TRUE
2106,2106,,0,TRUE
2105,2105,,0,TRUE
2104,2104,,0,TRUE
2103,2103,,0,TRUE
2102,2102,,0,TRUE
2101,2101,,0,TRUE
2100,2100,,0,TRUE
2099,2099,,0,TRUE
2098,2098,,0,TRUE
2097,2097,,0,TRUE
2096,2096,,0,TRUE
2095,2095,,0,TRUE
2094,2094,,0,TRUE
2093,2093,,0,TRUE
2092,2092,,0,TRUE
2091,2091,,0,TRUE
2090,2090,,0,TRUE
2089,2089,,0,TRUE
2088,2088,,0,TRUE
2087,2087,,0,TRUE
2086,2086,,0,TRUE
2085,2085,,0,TRUE
2084,2084,,0,TRUE
2083,2083,,0,TRUE
2082,2082,,0,TRUE
2081,2081,,0,TRUE
2080,2080,,0,TRUE
2079,2079,,0,TRUE
2078,2078,,0,TRUE
2077,2077,,0,TRUE
2076,2076,,0,TRUE
2075,2075,,0,TRUE
2074,2074,,0,TRUE
2073,2073,,0,TRUE
2072,2072,,0,TRUE
2071,2071,,0,TRUE
2070,2070,,0,TRUE
2069,2069,,0,TRUE
2068,2068,,0,TRUE
2067,2067,,0,TRUE
2066,2066,,0,TRUE
2065,2065,,0,TRUE
2064,2064,,0,TRUE
2063,2063,,0,TRUE
2062,2062,,0,TRUE
2061,2061,,0,TRUE
2060,2060,,0,TRUE
2059,2059,,0,TRUE
2058,2058,,0,TRUE
2057,2057,,0,TRUE
2056,2056,,0,TRUE
2055,2055,,0,TRUE
2054,2054,,0,TRUE
2053,2053,,0,TRUE
2052,2052,,0,TRUE
2051,2051,,0,TRUE
2050,2050,,0,TRUE
2049,2049,,0,TRUE
2048,2048,,0,TRUE
2047,2047,,0,TRUE
2046,2046,,0,TRUE
2045,2045,,0,TRUE
2044,2044,,0,TRUE
2043,2043,,0,TRUE
2042,2042,,0,TRUE
2041,2041,,0,TRUE
2040,2040,,0,TRUE
2039,2039,,0,TRUE
2038,2038,,0,TRUE
2037,2037,,0,TRUE
2036,2036,,0,TRUE
2035,2035,,0,TRUE
2034,2034,,0,TRUE
2033,2033,,0,TRUE
2032,2032,,0,TRUE
2031,2031,,0,TRUE
2030,2030,,0,TRUE
2029,2029,,0,TRUE
2028,2028,,0,TRUE
2027,2027,,0,TRUE
2026,2026,,0,TRUE
2025,2025,,0,TRUE
2024,2024,,0,TRUE
2023,2023,,0,TRUE
2022,2022,,0,TRUE
2021,2021,,0,TRUE
2020,2020,,0,TRUE
2019,2019,,0,TRUE
2018,2018,,0,TRUE
2017,2017,,0,TRUE
2016,2016,,0,TRUE
2015,2015,,0,TRUE
2014,2014,,0,TRUE
2013,2013,,0,TRUE
2012,2012,,0,TRUE
2011,2011,,0,TRUE
2010,2010,,0,TRUE
2009,2009,,0,TRUE
2008,2008,,0,TRUE
2007,2007,,0,TRUE
2006,2006,,0,TRUE
2005,2005,,0,TRUE
2004,2004,,0,TRUE
2003,2003,,0,TRUE
2002,2002,,0,TRUE
2001,2001,,0,TRUE
2000,2000,,0,TRUE
1999,1999,,0,TRUE
1998,1998,,0,TRUE
1997,1997,,0,TRUE
1996,1996,,0,TRUE
1995,1995,,0,TRUE
1994,1994,,0,TRUE
1993,1993,,0,TRUE
1992,1992,,0,TRUE
1991,1991,,0,TRUE
1990,1990,,0,TRUE
1989,1989,,0,TRUE
1988,1988,,0,TRUE
1987,1987,,0,TRUE
1986,1986,,0,TRUE
1985,1985,,0,TRUE
1984,1984,,0,TRUE
1983,1983,,0,TRUE
1982,1982,,0,TRUE
1981,1981,,0,TRUE
1980,1980,,0,TRUE
1979,1979,,0,TRUE
1978,1978,,0,TRUE
1977,1977,,0,TRUE
1976,1976,,0,TRUE
1975,1975,,0,TRUE
1974,1974,,0,TRUE
1973,1973,,0,TRUE
1972,1972,,0,TRUE
1971,1971,,0,TRUE
1970,1970,,0,TRUE
1969,1969,,0,TRUE
1968,1968,,0,TRUE
1967,1967,,0,TRUE
1966,1966,,0,TRUE
1965,1965,,0,TRUE
1964,1964,,0,TRUE
1963,1963,,0,TRUE
1962,1962,,0,TRUE
1961,1961,,0,TRUE
1960,1960,,0,TRUE
1959,1959,,0,TRUE
1958,1958,,0,TRUE
1957,1957,,0,TRUE
1956,1956,,0,TRUE
1955,313,solved,1642,FALSE
1954,1954,,0,TRUE
1953,1953,,0,TRUE
1952,1952,,0,TRUE
1951,1951,,0,TRUE
1950,1950,,0,TRUE
1949,1949,,0,TRUE
1948,1948,,0,TRUE
1947,1947,,0,TRUE
1946,1946,,0,TRUE
1945,1945,,0,TRUE
1944,1944,,0,TRUE
1943,1943,,0,TRUE
1942,1942,,0,TRUE
1941,1941,,0,TRUE
1940,1940,,0,TRUE
1939,1939,,0,TRUE
1938,1938,,0,TRUE
1937,1937,,0,TRUE
1936,1936,,0,TRUE
1935,1935,,0,TRUE
1934,1934,,0,TRUE
1933,1933,,0,TRUE
1932,1932,,0,TRUE
1931,1931,,0,TRUE
1930,1930,,0,TRUE
1929,1929,,0,TRUE
1928,1928,,0,TRUE
1927,1927,,0,TRUE
1926,1926,,0,TRUE
1925,1925,,0,TRUE
1924,1924,,0,TRUE
1923,1923,,0,TRUE
1922,1922,,0,TRUE
1921,1921,,0,TRUE
1920,1920,,0,TRUE
1919,1919,,0,TRUE
1918,1918,,0,TRUE
1917,1917,,0,TRUE
1916,1916,,0,TRUE
1915,1915,,0,TRUE
1914,1914,,0,TRUE
1913,1913,,0,TRUE
1912,1912,,0,TRUE
1911,1911,,0,TRUE
1910,1910,,0,TRUE
1909,1909,,0,TRUE
1908,1908,,0,TRUE
1907,1907,,0,TRUE
1906,1906,,0,TRUE
1905,1905,,0,TRUE
1904,1904,,0,TRUE
1903,1903,,0,TRUE
1902,1902,,0,TRUE
1901,3261,solved,-1360,FALSE
1900,1900,,0,TRUE
1899,1899,,0,TRUE
1898,1898,,0,TRUE
1897,1897,,0,TRUE
1896,1896,,0,TRUE
1895,1895,,0,TRUE
1894,1894,,0,TRUE
1893,1893,,0,TRUE
1892,1892,,0,TRUE
1891,1891,,0,TRUE
1890,1890,,0,TRUE
1889,1889,,0,TRUE
1888,1888,,0,TRUE
1887,1887,,0,TRUE
1886,1886,,0,TRUE
1885,1885,,0,TRUE
1884,1884,,0,TRUE
1883,1883,,0,TRUE
1882,1882,,0,TRUE
1881,1881,,0,TRUE
1880,1880,,0,TRUE
1879,1879,,0,TRUE
1878,1878,,0,TRUE
1877,1877,,0,TRUE
1876,1876,,0,TRUE
1875,1875,,0,TRUE
1874,1874,,0,TRUE
1873,1873,,0,TRUE
1872,1872,,0,TRUE
1871,1871,,0,TRUE
1870,1870,,0,TRUE
1869,1869,,0,TRUE
1868,1868,,0,TRUE
1867,1867,,0,TRUE
1866,1866,,0,TRUE
1865,1865,,0,TRUE
1864,1864,,0,TRUE
1863,1863,,0,TRUE
1862,1862,,0,TRUE
1861,1861,,0,TRUE
1860,1860,,0,TRUE
1859,1859,,0,TRUE
1858,4746,solved,-2888,FALSE
1857,1857,,0,TRUE
1856,1856,,0,TRUE
1855,1855,,0,TRUE
1854,1854,,0,TRUE
1853,1853,,0,TRUE
1852,1852,,0,TRUE
1851,1851,,0,TRUE
1850,1850,,0,TRUE
1849,1849,,0,TRUE
1848,1848,,0,TRUE
1847,1847,,0,TRUE
1846,1846,,0,TRUE
1845,1845,,0,TRUE
1844,1844,,0,TRUE
1843,1843,,0,TRUE
1842,1842,,0,TRUE
1841,1841,,0,TRUE
1840,1840,,0,TRUE
1839,1839,,0,TRUE
1838,1838,,0,TRUE
1837,1837,,0,TRUE
1836,1836,,0,TRUE
1835,1835,,0,TRUE
1834,1834,,0,TRUE
1833,1833,,0,TRUE
1832,1832,,0,TRUE
1831,1831,,0,TRUE
1830,1830,,0,TRUE
1829,1829,,0,TRUE
1828,1828,,0,TRUE
1827,1827,,0,TRUE
1826,1826,,0,TRUE
1825,1825,,0,TRUE
1824,1824,,0,TRUE
1823,1823,,0,TRUE
1822,1822,,0,TRUE
1821,1821,,0,TRUE
1820,1820,,0,TRUE
1819,1819,,0,TRUE
1818,1818,,0,TRUE
1817,1817,,0,TRUE
1816,1816,,0,TRUE
1815,1815,,0,TRUE
1814,1814,,0,TRUE
1813,1813,,0,TRUE
1812,1812,,0,TRUE
1811,1811,,0,TRUE
1810,1810,,0,TRUE
1809,1809,,0,TRUE
1808,1808,,0,TRUE
1807,1807,,0,TRUE
1806,1806,,0,TRUE
1805,1805,,0,TRUE
1804,1804,,0,TRUE
1803,1803,,0,TRUE
1802,1802,,0,TRUE
1801,1801,,0,TRUE
1800,1800,,0,TRUE
1799,1799,,0,TRUE
1798,1798,,0,TRUE
1797,1797,,0,TRUE
1796,1796,,0,TRUE
1795,1795,,0,TRUE
1794,1794,,0,TRUE
1793,1793,,0,TRUE
1792,1792,,0,TRUE
1791,1791,,0,TRUE
1790,1790,,0,TRUE
1789,1789,,0,TRUE
1788,1788,,0,TRUE
1787,1787,,0,TRUE
1786,1786,,0,TRUE
1785,2127,,-342,FALSE
1784,1784,,0,TRUE
1783,3039,typus unmatch name solved,-1256,FALSE
1782,1782,,0,TRUE
1781,1781,,0,TRUE
1780,1780,,0,TRUE
1779,1779,,0,TRUE
1778,1778,,0,TRUE
1777,1777,,0,TRUE
1776,1776,,0,TRUE
1775,1775,,0,TRUE
1774,1774,,0,TRUE
1773,1773,,0,TRUE
1772,1772,,0,TRUE
1771,1771,,0,TRUE
1770,1770,,0,TRUE
1769,1769,,0,TRUE
1768,1768,,0,TRUE
1767,1767,,0,TRUE
1766,1766,,0,TRUE
1765,1765,,0,TRUE
1764,1764,,0,TRUE
1763,1763,,0,TRUE
1762,1762,,0,TRUE
1761,1761,,0,TRUE
1760,1760,,0,TRUE
1759,1759,,0,TRUE
1758,1758,,0,TRUE
1757,1757,,0,TRUE
1756,1756,,0,TRUE
1755,1755,,0,TRUE
1754,1754,,0,TRUE
1753,1753,,0,TRUE
1752,1752,,0,TRUE
1751,1751,,0,TRUE
1750,1750,,0,TRUE
1749,1749,,0,TRUE
1748,1748,,0,TRUE
1747,1747,,0,TRUE
1746,1746,,0,TRUE
1745,1745,,0,TRUE
1744,1744,,0,TRUE
1743,1743,,0,TRUE
1742,1742,,0,TRUE
1741,1741,,0,TRUE
1740,1740,,0,TRUE
1739,1739,,0,TRUE
1738,1738,,0,TRUE
1737,1737,,0,TRUE
1736,1736,,0,TRUE
1735,1735,,0,TRUE
1734,1734,,0,TRUE
1733,1733,,0,TRUE
1732,1732,,0,TRUE
1731,1731,,0,TRUE
1730,1730,,0,TRUE
1729,1729,,0,TRUE
1728,1728,,0,TRUE
1727,1727,,0,TRUE
1726,1726,,0,TRUE
1725,1725,,0,TRUE
1724,1724,,0,TRUE
1723,1723,,0,TRUE
1722,1722,,0,TRUE
1721,1721,,0,TRUE
1720,1720,,0,TRUE
1719,1719,,0,TRUE
1718,1718,,0,TRUE
1717,1717,,0,TRUE
1716,1716,,0,TRUE
1715,1715,,0,TRUE
1714,1714,,0,TRUE
1713,1713,,0,TRUE
1712,1712,,0,TRUE
1711,1711,,0,TRUE
1710,1710,,0,TRUE
1709,1709,,0,TRUE
1708,1708,,0,TRUE
1707,1707,,0,TRUE
1706,1706,,0,TRUE
1705,1705,,0,TRUE
1704,1704,,0,TRUE
1703,1703,,0,TRUE
1702,1702,,0,TRUE
1701,1701,,0,TRUE
1700,1700,,0,TRUE
1699,1699,,0,TRUE
1698,1698,,0,TRUE
1697,1697,,0,TRUE
1696,1696,,0,TRUE
1695,1695,,0,TRUE
1694,1694,,0,TRUE
1693,1693,,0,TRUE
1692,1692,,0,TRUE
1691,1691,,0,TRUE
1690,1690,,0,TRUE
1689,1689,,0,TRUE
1688,1688,,0,TRUE
1687,1687,,0,TRUE
1686,1686,,0,TRUE
1685,1685,,0,TRUE
1684,1684,,0,TRUE
1683,1683,,0,TRUE
1682,1682,,0,TRUE
1681,1681,,0,TRUE
1680,1680,,0,TRUE
1679,1679,,0,TRUE
1678,1678,,0,TRUE
1677,1677,,0,TRUE
1676,1676,,0,TRUE
1675,1675,,0,TRUE
1674,1674,,0,TRUE
1673,1673,,0,TRUE
1672,1672,,0,TRUE
1671,1671,,0,TRUE
1670,1670,,0,TRUE
1669,1669,,0,TRUE
1668,1668,,0,TRUE
1667,1667,,0,TRUE
1666,1666,,0,TRUE
1665,1665,,0,TRUE
1664,1664,,0,TRUE
1663,1663,,0,TRUE
1662,1662,,0,TRUE
1661,1661,,0,TRUE
1660,1660,,0,TRUE
1659,1659,,0,TRUE
1658,1658,,0,TRUE
1657,1657,,0,TRUE
1656,1656,,0,TRUE
1655,1655,,0,TRUE
1654,1654,,0,TRUE
1653,1653,,0,TRUE
1652,1652,,0,TRUE
1651,1651,,0,TRUE
1650,1650,,0,TRUE
1649,1649,,0,TRUE
1648,1648,,0,TRUE
1647,1647,,0,TRUE
1646,1646,,0,TRUE
1645,1645,,0,TRUE
1644,1644,,0,TRUE
1643,1643,,0,TRUE
1642,1642,,0,TRUE
1641,1641,,0,TRUE
1640,1640,,0,TRUE
1639,1639,,0,TRUE
1638,1638,,0,TRUE
1637,1637,,0,TRUE
1636,1636,,0,TRUE
1635,1635,,0,TRUE
1634,1634,,0,TRUE
1633,1633,,0,TRUE
1632,1632,,0,TRUE
1631,1631,,0,TRUE
1630,1630,,0,TRUE
1629,1629,,0,TRUE
1628,1628,,0,TRUE
1627,1627,,0,TRUE
1626,1626,,0,TRUE
1625,1625,,0,TRUE
1624,1624,,0,TRUE
1623,1623,,0,TRUE
1622,1622,,0,TRUE
1621,1621,,0,TRUE
1620,1620,,0,TRUE
1619,1619,,0,TRUE
1618,1618,,0,TRUE
1617,1617,,0,TRUE
1616,1616,,0,TRUE
1615,1615,,0,TRUE
1614,1614,,0,TRUE
1613,1613,,0,TRUE
1612,1612,,0,TRUE
1611,1611,,0,TRUE
1610,1610,,0,TRUE
1609,1609,,0,TRUE
1608,1608,,0,TRUE
1607,1607,,0,TRUE
1606,1606,,0,TRUE
1605,1605,,0,TRUE
1604,1604,,0,TRUE
1603,1603,,0,TRUE
1602,1602,,0,TRUE
1601,1601,,0,TRUE
1600,1600,,0,TRUE
1599,1599,,0,TRUE
1598,1598,,0,TRUE
1597,1597,,0,TRUE
1596,1596,,0,TRUE
1595,1595,,0,TRUE
1594,1594,,0,TRUE
1593,1593,,0,TRUE
1592,1592,,0,TRUE
1591,1591,,0,TRUE
1590,1590,,0,TRUE
1589,1589,,0,TRUE
1588,1588,,0,TRUE
1587,1587,,0,TRUE
1586,1586,,0,TRUE
1585,1585,,0,TRUE
1584,1584,,0,TRUE
1583,1583,,0,TRUE
1582,1582,,0,TRUE
1581,1581,,0,TRUE
1580,1580,,0,TRUE
1579,1579,,0,TRUE
1578,1578,,0,TRUE
1577,1577,,0,TRUE
1576,1576,,0,TRUE
1575,1575,,0,TRUE
1574,1574,,0,TRUE
1573,1573,,0,TRUE
1572,1572,,0,TRUE
1571,1571,,0,TRUE
1570,1570,,0,TRUE
1569,1569,,0,TRUE
1568,1568,,0,TRUE
1567,1567,,0,TRUE
1566,1566,,0,TRUE
1565,1565,,0,TRUE
1564,1564,,0,TRUE
1563,1563,,0,TRUE
1562,1562,,0,TRUE
1561,1561,,0,TRUE
1560,1560,,0,TRUE
1559,1559,,0,TRUE
1558,1558,,0,TRUE
1557,1557,,0,TRUE
1556,1556,,0,TRUE
1555,1555,,0,TRUE
1554,1554,,0,TRUE
1553,1553,,0,TRUE
1552,1552,,0,TRUE
1551,1551,,0,TRUE
1550,1550,,0,TRUE
1549,1549,,0,TRUE
1548,1548,,0,TRUE
1547,1547,,0,TRUE
1546,1546,,0,TRUE
1545,1545,,0,TRUE
1544,1544,,0,TRUE
1543,1543,,0,TRUE
1542,1542,,0,TRUE
1541,1541,,0,TRUE
1540,1540,,0,TRUE
1539,1539,,0,TRUE
1538,1538,,0,TRUE
1537,1537,,0,TRUE
1536,1536,,0,TRUE
1535,1535,,0,TRUE
1534,1534,,0,TRUE
1533,1533,,0,TRUE
1532,1532,,0,TRUE
1531,1531,,0,TRUE
1530,1530,,0,TRUE
1529,1529,,0,TRUE
1528,1528,,0,TRUE
1527,1527,,0,TRUE
1526,1526,,0,TRUE
1525,1525,,0,TRUE
1524,1524,,0,TRUE
1523,1523,,0,TRUE
1522,1522,,0,TRUE
1521,1521,,0,TRUE
1520,1520,,0,TRUE
1519,1519,,0,TRUE
1518,1518,,0,TRUE
1517,1517,,0,TRUE
1516,1516,,0,TRUE
1515,1515,,0,TRUE
1514,1514,,0,TRUE
1513,1513,,0,TRUE
1512,1512,,0,TRUE
1511,1511,,0,TRUE
1510,1510,,0,TRUE
1509,1509,,0,TRUE
1508,1508,,0,TRUE
1507,1507,,0,TRUE
1506,1506,,0,TRUE
1505,1505,,0,TRUE
1504,1504,,0,TRUE
1503,1503,,0,TRUE
1502,1502,,0,TRUE
1501,1501,,0,TRUE
1500,1500,,0,TRUE
1499,1499,,0,TRUE
1498,1498,,0,TRUE
1497,1497,,0,TRUE
1496,1496,,0,TRUE
1495,1495,,0,TRUE
1494,1494,,0,TRUE
1493,1493,,0,TRUE
1492,1492,,0,TRUE
1491,1491,,0,TRUE
1490,1490,,0,TRUE
1489,1489,,0,TRUE
1488,1488,,0,TRUE
1487,1487,,0,TRUE
1486,1486,,0,TRUE
1485,1485,,0,TRUE
1484,1484,,0,TRUE
1483,1483,,0,TRUE
1482,1482,,0,TRUE
1481,1481,,0,TRUE
1480,1480,,0,TRUE
1479,1479,,0,TRUE
1478,1478,,0,TRUE
1477,1477,,0,TRUE
1476,1476,,0,TRUE
1475,1475,,0,TRUE
1474,1474,,0,TRUE
1473,1473,,0,TRUE
1472,1472,,0,TRUE
1471,1471,,0,TRUE
1470,1470,,0,TRUE
1469,1469,,0,TRUE
1468,1468,,0,TRUE
1467,1467,,0,TRUE
1466,1466,,0,TRUE
1465,1465,,0,TRUE
1464,1464,,0,TRUE
1463,1463,,0,TRUE
1462,1462,,0,TRUE
1461,1461,,0,TRUE
1460,1460,,0,TRUE
1459,1459,,0,TRUE
1458,1458,,0,TRUE
1457,1457,,0,TRUE
1456,1456,,0,TRUE
1455,1455,,0,TRUE
1454,1454,,0,TRUE
1453,1453,,0,TRUE
1452,1452,,0,TRUE
1451,1451,,0,TRUE
1450,1450,,0,TRUE
1449,1449,,0,TRUE
1448,1448,,0,TRUE
1447,1447,,0,TRUE
1446,1446,,0,TRUE
1445,1445,,0,TRUE
1444,1444,,0,TRUE
1443,1443,,0,TRUE
1442,1442,,0,TRUE
1441,1441,,0,TRUE
1440,1440,,0,TRUE
1439,1439,,0,TRUE
1438,1438,,0,TRUE
1437,1437,,0,TRUE
1436,1436,,0,TRUE
1435,1435,,0,TRUE
1434,1434,,0,TRUE
1433,1433,,0,TRUE
1432,1432,,0,TRUE
1431,1431,,0,TRUE
1430,1430,,0,TRUE
1429,1429,,0,TRUE
1428,1428,,0,TRUE
1427,1427,,0,TRUE
1426,1426,,0,TRUE
1425,1425,,0,TRUE
1424,1424,,0,TRUE
1423,1423,,0,TRUE
1422,1422,,0,TRUE
1421,1421,,0,TRUE
1420,1420,,0,TRUE
1419,1419,,0,TRUE
1418,1418,,0,TRUE
1417,1417,,0,TRUE
1416,1416,,0,TRUE
1415,1415,,0,TRUE
1414,1414,,0,TRUE
1413,3133,solved,-1720,FALSE
1412,1412,,0,TRUE
1411,1411,,0,TRUE
1410,1410,,0,TRUE
1409,1409,,0,TRUE
1408,1408,,0,TRUE
1407,1407,,0,TRUE
1406,1406,,0,TRUE
1405,1405,,0,TRUE
1404,1404,,0,TRUE
1403,1403,,0,TRUE
1402,1402,,0,TRUE
1401,1401,,0,TRUE
1400,1400,,0,TRUE
1399,1399,,0,TRUE
1398,1398,,0,TRUE
1397,1397,,0,TRUE
1396,1396,,0,TRUE
1395,1395,,0,TRUE
1394,1394,,0,TRUE
